Black	0	0	0	0.0	100.0	128.0	128.0	128.0	139.0	139.0	117.44786077234443	150.08331019803634	205.0	121.20643547270912	147.08160999934697	156.34257257701756	144.50951525764663	184.38004230393267	175.3653329481058	255.0	255.0	255.0	181.01933598375618	181.01933598375618	181.01933598375618	168.00595227550718	170.3114793547399	196.5756851698602	196.5756851698602	181.21258234460433	185.33483212823216	228.91046284519194	216.8524844220144	181.86533479473212	264.1703995530158	227.8881304500083	236.6960075708925	220.02272609891915	240.27276166889996	257.73047937719747	280.8558349046713	232.80893453645632	248.20958885586995	284.8754113643366	284.8754113643366	221.70250336881628	222.8542124349459	242.80238878561306	256.66125535421196	290.90376415577714	252.35490880900255	247.71152577141015	293.62561196189955	259.8557292037257	268.2703859914471	236.78260071213003	261.2297839068126	244.10858239726025	275.26895938336384	293.4569815151788	303.7268509697488	295.01525384291574	282.6075016697186	294.38240436547835	318.6000627746329	295.8952517361507	287.3830196793123	333.54160160315837	276.11953933034147	276.11953933034147	311.7098009367046	285.1823977737757	286.55540476494247	286.55540476494247	284.00528164102866	293.840092567369	300.8005984036601	297.27092020579477	303.1171390733292	300.61270764889497	312.3075407350902	309.2701084812433	302.77549438486597	292.7165864791403	360.62445840513925	360.62445840513925	360.62445840513925	313.2347362602047	310.0	324.82148943689054	329.31747600150226	318.37870531805356	325.3674845463203	330.46785017607993	332.55375505322445	340.4203284176784	350.9430153173019	344.493831584834	355.1028020165428	351.1153656563609	360.81574245035375	360.69377593742865	359.8402423298428	360.26795583287725	367.96467221732036	366.1311240525722	365.4627203970331	373.32023786556226	375.96542394214924	378.2829628730324	379.78678228711436	379.3586693354984	383.1109499870762	381.051177665153	387.00129198750744	394.23977475642914	402.8337125911882	404.907396820557	409.2859636000238	409.4313129207389	411.7644957982657	410.42660732462264	411.2177038990418	410.2438299353203	415.9326868617084	418.24514342667504	420.6352339022493	424.53032871633565	424.53032871633565	424.35244785437493	424.5291509425472	426.2557917495081	427.375712927162	429.1025518451271	430.2615483633182	433.1858723458095	433.0704330706496	433.1858723458095	433.6277205161128	435.918570377542	441.6729559300637
dark green	0	100	0	100.0	0.0	162.43152403397562	28.0	162.43152403397562	171.2337583538947	171.2337583538947	137.09121051329294	180.34688796871433	228.08989455914087	94.29209935090002	61.91122676865643	143.67672045254932	97.38069623903908	192.86264542414636	179.86939706353607	273.9069184960467	155.0	273.9069184960467	131.0267148332736	206.80425527536903	131.0267148332736	161.32575739788115	105.85839598255775	220.54931421339762	144.3675863897433	120.15822901491184	167.1795442032308	241.66091947189145	126.58988901172162	148.57657958103627	256.87740266516244	187.4379897459424	212.19095173922943	150.3662196106559	252.05356573553962	276.45071893558173	196.16319736382766	195.44820285692063	189.75774029008673	200.38463014912097	200.38463014912097	183.17205026968497	184.56435192094924	224.8399430706208	234.25413550244957	258.11818998280614	216.98617467479352	231.0	214.97906874856446	259.8557292037257	270.8671260969112	197.144616969371	192.97927349847703	194.90767044936945	229.72374713990715	234.3437645852776	263.1539473388153	305.0147537415199	264.7017189215061	260.5014395353699	270.7508079396994	268.6149660759802	267.9346935355703	279.7320146139873	240.0874840552918	220.54931421339762	236.98734143409433	224.34125790857107	264.0340887082575	264.0340887082575	232.50591390328117	281.6771201216031	242.24161492196174	261.8587405453559	276.18834153526467	273.4373785714016	250.4715552712523	269.9036865253974	267.7181353588135	248.7629393619556	374.2325480232846	298.41246622753545	298.41246622753545	246.0	264.76404589747455	288.9792380085462	312.1698255757593	273.0659261057666	305.71882506643254	262.6956413799057	286.69147179502914	291.0085909384807	303.2507213511618	299.1253917673991	291.7156149403045	318.2483307104689	337.91714960919046	306.75723300355935	310.298243630221	318.73656834445586	330.1484514578253	315.04285422780185	318.3755643889776	320.8862726886272	327.03210851535664	338.6709317316737	331.41816486125197	326.0567435278712	336.41343611693037	333.4666400106613	337.8905148121208	346.1574786134195	353.9420856580918	356.30043502639734	360.15968680572786	363.3648304390506	359.9305488563037	359.7916063501204	359.30488446443366	363.73066958946424	367.4234614174767	367.87090126836614	371.39466878241535	373.13000415404815	373.13000415404815	375.59952076646744	373.1286641361127	377.7485936439737	380.3288051147323	380.1696989503503	380.9527529760088	382.94908277733214	382.81849485101947	382.94908277733214	385.27003517013884	387.3306081372863	392.5238846235984
Navy	0	0	128	128.0	162.43152403397562	0.0	181.01933598375618	181.01933598375618	11.0	188.95766721676048	38.80721582386451	75.02666192761077	77.0	104.16813332300815	171.2103968805633	189.63913098303314	158.85528005074303	204.1470058560742	190.74852555131324	127.0	285.3226244096321	285.3226244096321	221.70250336881628	128.0	128.0	95.00526301210897	152.04604565722846	139.43457247038842	139.43457247038842	200.65393093582793	198.022725968511	231.13632341109866	224.96444163467257	150.26310259009028	293.5472704693403	255.93163149560078	254.41894583540747	189.3832093930188	200.16742991805634	169.6850022836432	308.6486675817668	156.53753543479596	185.66636744440282	312.3107426906734	255.0019607767752	181.01933598375618	170.83325203250098	227.56317804073663	157.03184390434953	317.81913095344026	252.86162223635282	158.94967757123635	251.3483638299641	178.0028089666003	174.6339027795004	182.43354954612926	268.00186566514793	187.11761007451972	289.7671478963756	221.35265979879256	329.59672328468315	256.48781647477915	279.41904015295734	194.3321898193915	229.36869882353173	288.8909828983937	195.05127530985283	357.2590096834508	236.68122020980033	236.68122020980033	318.61418675256755	232.79390026373113	246.71035649116962	205.99514557387025	263.9147589658449	220.7034209068813	233.75414434828744	209.9571384830723	281.21166405396485	272.0	246.31686909345044	295.72960622839236	277.17323103070396	242.49329887648443	284.8754113643366	382.666957026603	284.8754113643366	278.6323742855449	276.84652788142387	301.09965127844305	280.6314308839977	288.4250335875858	259.73832986296037	294.4163718273833	278.96953238660313	268.5330519693991	274.85450696686786	279.69268849936	297.00168349691216	288.2533607783264	292.6499615581728	332.6319287140066	294.93897673925704	301.46475747589466	319.9593724209372	302.5822202311299	309.72729941030383	335.0104475982801	334.5295203715212	327.8932753198821	341.07770375678325	315.22848856028224	340.29105189528565	324.44414003029857	346.1473674607392	348.75922926856	355.2168351866223	353.9689251897686	359.6818038210996	355.5530902692311	365.3135639419922	358.488493539193	362.9380112360787	347.3960276111401	361.25337368666885	367.41393550054687	366.65787868256695	373.18360092587136	362.3948123249007	365.70343175857676	367.65336935760564	370.3376837428241	369.2072588668863	367.740397563281	374.2579324476637	377.6162072792957	374.07753207055885	372.4969798535285	373.01072370643715	377.37117006999887	382.3336239464167
Green	0	128	0	128.0	28.0	181.01933598375618	0.0	181.01933598375618	188.95766721676048	188.95766721676048	154.20116731075677	197.25364381932212	241.6795398870165	104.16813332300815	49.3254498205541	152.19395520190676	99.37303457175895	204.1470058560742	190.74852555131324	285.3226244096321	127.0	285.3226244096321	128.0	221.70250336881628	128.0	170.2762461413805	99.02524930541705	234.57621362789536	139.43457247038842	113.44602240713422	172.45579143653018	252.31726060656254	104.54185764563398	150.26310259009028	261.7365087258558	184.42613697629736	213.3752562974442	137.73162309360913	262.1812350264603	287.7655295548791	175.36248173426378	193.1424344881259	180.066654325558	179.60512242138307	179.60512242138307	181.01933598375618	182.42806801586207	227.56317804073663	235.32743146518214	255.28219679405768	214.5203953007732	233.891000254392	196.468827043885	266.6627083039546	278.1096905898822	193.99484529234275	179.29026744360667	188.48076824970764	223.42112702249088	223.0807028857494	257.6703320136022	313.52511861093365	266.2836833153695	257.25668115716644	262.6670896781704	267.25643116677287	268.97769424247804	269.4327374318125	236.68122020980033	210.94549058939373	219.69751933055593	212.6805115660577	264.2460974167831	264.2460974167831	224.04240670016023	284.54525123431597	231.0	258.08913189051566	274.76535443901946	272.0	237.8570999570961	264.6658270347723	263.9261260277201	242.49329887648443	382.666957026603	284.8754113643366	284.8754113643366	231.45625936664578	257.68973592287296	284.48725806264156	312.9760374213975	265.79127148949044	305.90194507390765	247.6630775872738	278.96953238660313	282.0177299390944	294.6336708524672	291.3485884640597	277.85247884444004	314.1751104081926	336.58876986613797	295.97972903562163	300.95348477796364	311.8990221209422	324.3300787777785	305.1098162957069	309.72729941030383	310.41907157905104	317.6507516125218	332.1596001924376	322.1645542265629	315.22848856028224	327.64309850811753	324.44414003029857	328.3077824237494	336.8100354799423	344.23683707587134	346.6612179058973	350.30700820851416	354.47143749532205	349.19049242498	349.44813635216315	348.54554939060694	354.6885958132852	357.69260545893314	357.5262228144951	361.3834528585945	362.3948123249007	362.3948123249007	365.70343175857676	362.3934326115748	367.91031515846356	370.93665227367325	370.16888037759196	370.8220597537315	372.4969798535285	372.3627263838313	372.4969798535285	375.40511450964544	377.37117006999887	382.3336239464167
Maroon	128	0	0	128.0	162.43152403397562	181.01933598375618	181.01933598375618	0.0	188.95766721676048	11.0	154.20116731075677	140.38874598770374	241.6795398870165	137.99637676402958	171.2103968805633	72.40856302952021	124.52710548310355	69.3685807840985	69.97856814768362	285.3226244096321	285.3226244096321	127.0	128.0	128.0	221.70250336881628	161.79616806340007	183.34121195192313	139.43457247038842	234.57621362789536	147.74978849392645	98.85848471426213	111.6422858956229	224.96444163467257	150.26310259009028	144.53373308677806	145.64683312726027	136.56134152826706	222.33758116881634	152.22023518573343	211.94574777522666	252.03174403237384	229.48638303829708	264.1968962724581	255.0019607767752	312.3107426906734	181.01933598375618	193.32873557751316	151.1853167473614	256.1620580804269	189.02116283633427	166.0933472478654	224.96444163467257	320.3123475609393	211.52068456772733	230.2715787933891	204.90485596978905	212.60526804385634	227.27296363624072	190.6541371174515	320.15777360545223	208.21623375712088	195.28952864913163	175.9857948812915	308.8122406900348	343.35113222472415	196.61637775119345	259.77875201794313	249.70782927253202	210.94549058939373	236.68122020980033	263.1710470397532	267.5836317864006	205.99514557387025	246.71035649116962	220.58785098005737	234.75519163588268	297.3768652736793	281.3432067777717	210.39011383617816	212.86615513040113	312.3075407350902	222.63872080121195	220.02045359466015	242.49329887648443	284.8754113643366	284.8754113643366	382.666957026603	278.6323742855449	242.33035303073365	237.9348650366314	244.0368824583694	246.81369491987272	257.75957790157867	294.4163718273833	278.96953238660313	312.5859881696555	324.01388859121454	300.00666659259423	331.617249249794	288.2533607783264	292.6499615581728	291.62304435692323	318.71774346590746	301.46475747589466	294.1122234794059	324.62285809844013	309.72729941030383	307.9350580885522	308.2434103107478	306.92344322322464	308.7749989879362	339.84849565652047	312.8545988154881	324.44414003029857	317.6066749928282	326.38780614477616	336.7179828877573	341.07770375678325	344.4110915751698	344.58380693236296	347.35284654080493	349.44813635216315	348.54554939060694	354.6885958132852	354.0960321720649	355.0112674268241	358.53870083995116	362.3948123249007	373.18360092587136	365.70343175857676	367.65336935760564	364.41459904894043	365.72393960472425	372.92492542065355	369.09212942028444	372.4969798535285	375.78451271972347	377.6162072792957	375.40511450964544	375.6713989645738	382.3336239464167
dark blue	0	0	139	139.0	171.2337583538947	11.0	188.95766721676048	188.95766721676048	0.0	196.5756851698602	44.48595283907045	75.53806987208503	66.0	109.77249200050075	177.4880277652552	196.1682950937791	164.73615268058194	209.43972880043557	195.95407625257505	116.0	290.423828223512	290.423828223512	228.23014700078517	128.47178678604885	128.47178678604885	94.36630754670864	155.37374295549427	139.0	139.0	205.98300900802474	202.87927444665215	234.60818400047344	229.01091677035836	152.33515680892575	298.5079563428754	261.1436386359047	258.85517186256874	190.5701970403557	200.19490503007313	164.58432489152787	313.3703878799016	153.2351134694656	183.49114420047633	316.97791721190924	255.28219679405768	181.35324645563972	170.1558109498468	229.56044955523154	150.48587973627292	322.4065756153246	255.91014047903613	153.92205819829724	250.44959572736389	173.59147444503142	168.706846334107	181.2539654738621	271.40744278667086	185.55322686496186	293.59495908479084	217.56838005555863	334.0224543350342	255.90818666076316	281.8687637891081	187.32858831475778	223.46588106464932	290.9209514627642	189.06612599828665	361.3460944856053	236.23928547132036	236.23928547132036	321.5866912669117	231.062762036638	246.10770000144245	201.37775448147195	265.01698058803703	216.80636522021211	230.41267326256167	204.46271053666484	281.9734030010632	272.2223356008834	242.9670759588632	297.12118739665806	277.6292491795488	240.8775622593354	280.1446055165082	386.48544603904554	280.1446055165082	278.21754078418564	276.58814146669414	301.5194852741693	278.80279769041056	288.367820673528	256.306457195288	293.7243605831835	276.65321252427196	264.3425807545958	270.15180917402716	276.19015188815115	294.0799211098915	284.89471739574253	288.6953411470299	332.4169069105842	291.3176959952828	298.43927355493946	317.90721916936707	299.05350691807644	306.96253843099487	333.8098260986336	333.030028676094	325.5533750401	339.80141259270835	311.5605880081754	338.6222083679687	321.49805598168086	344.6345890940142	346.78235249216476	352.99575068263925	351.4270905892145	357.2422147507206	352.7109297994606	363.15423720507516	355.8243948916375	360.61197983428116	343.68735792868495	358.3029444478513	364.81502162054676	363.75128865751117	370.50641020095725	358.687886608957	362.3340999685235	364.45301480437774	367.2206421213274	365.87019556121265	364.0879014743555	371.11453757566545	374.5010013337748	370.63593997344617	368.8915829888234	369.41034094892365	373.9598908974063	378.8218578698964
dark red	139	0	0	139.0	171.2337583538947	188.95766721676048	188.95766721676048	11.0	196.5756851698602	0.0	161.75598906995685	144.89996549343965	247.68124676688785	144.7273298309618	177.4880277652552	71.56814934033156	128.7400481590713	61.91122676865643	64.8382603097893	290.423828223512	290.423828223512	116.0	128.47178678604885	128.47178678604885	228.23014700078517	165.924681708298	188.51790365904242	139.0	240.75506225207394	149.70971912337555	95.86448768965492	102.76672613253767	229.01091677035836	152.33515680892575	134.97036711811967	141.78152206828645	130.25359879865124	225.94468349576186	147.41099009232656	211.19185590358356	252.44603383693712	232.51021482937045	268.38964212502685	255.28219679405768	316.97791721190924	181.35324645563972	194.5481945431517	145.89036979869508	259.0868580225558	181.8130908378162	161.28856128070584	226.30510378690093	324.86458717441025	210.50415672855488	230.0565147958214	205.6817930688081	211.5419580130618	229.128784747792	185.71483516402236	324.7121802458294	201.6953147695801	188.32153355365392	168.22009392459628	312.4771991681953	347.6017836548023	189.69712702094358	260.2229813064173	244.29695045169925	208.08411760631805	236.23928547132036	261.5148179358103	268.87543584344036	201.37775448147195	246.10770000144245	217.80266297729236	232.28215600859227	299.64312106237315	282.6499601981221	204.2082270624766	207.28965241902452	314.74592928265173	217.11057090800531	214.98837177856853	240.8775622593354	280.1446055165082	280.1446055165082	386.48544603904554	278.21754078418564	238.8325773423718	232.24986544667792	238.4973794405297	242.8373941550189	254.12792054396542	293.7243605831835	276.65321252427196	312.5331982366033	323.96296084583497	298.44429966075745	331.8327892177022	284.89471739574253	288.6953411470299	287.57781555606823	317.35154009394694	298.43927355493946	289.53238160868983	323.17951667765084	306.96253843099487	304.1792234851026	304.23839336941023	302.5376009688713	304.4158340165636	338.5025849236605	308.553074850989	321.49805598168086	313.3703878799016	322.2669700729505	332.72511176645503	337.29957011535015	340.5084433608071	340.6831372404569	343.48362406379727	345.920511100455	344.8492424234103	351.6830959827327	350.4582714104491	351.22642269624305	354.8534908944817	358.687886608957	370.50641020095725	362.3340999685235	364.45301480437774	360.72842970855515	362.0511013655393	369.77019890737546	365.4531433713493	368.8915829888234	372.5063757843616	374.5010013337748	372.03494459526246	372.09676160912767	378.8218578698964
midnight blue	25	25	112	117.44786077234443	137.09121051329294	38.80721582386451	154.20116731075677	154.20116731075677	44.48595283907045	161.75598906995685	0.0	58.728187440104094	99.49371839468057	67.0	138.42326394071193	153.56106277308712	120.61923561356207	171.97092777559817	157.44522857171634	147.305804366291	257.03890756070376	257.03890756070376	183.7443876693925	107.19141756689292	107.19141756689292	65.06919393998976	118.5833040524677	119.7914855071094	119.7914855071094	162.3021872927164	161.13038198924497	201.87619968683777	192.0130203918474	113.35342959081565	259.5765782962708	217.63042066769987	217.59825366946308	157.93036440152983	175.30829986055994	159.85931314752983	271.7977189013918	132.94359706281458	163.7742348478539	275.40515608826206	231.8404623873926	146.54009690183776	138.5712812959453	193.1035991378721	144.11453778158537	280.47994580718245	215.55741694499866	139.40946883192692	230.2476927137382	159.6026315572522	161.52089648091976	151.12246689357607	229.96738899243954	157.77515647274763	251.4935386843964	206.86952409671173	291.62304435692323	232.70152556440192	245.0652974209119	186.1048091802036	220.52210773525633	253.62965126341203	178.10390225932727	318.6596930896658	203.6025540114858	203.6025540114858	281.12097040242304	204.1886382735337	215.47621678505496	184.124957569581	227.7827912727386	198.29775591266787	211.0189564944344	191.3792047219342	247.46312856666142	238.9351376419969	224.36131573869858	259.8807418798092	242.87651183265953	211.4734025829253	271.9816170258571	344.01162771045983	271.9816170258571	246.07722365143832	242.96913384214054	266.88012290165034	252.8319600050595	254.2026750449334	234.99361693458826	262.3070719595642	249.355168384375	244.92856101320646	252.79438284898657	253.26270945403706	270.74711448139203	261.767072031606	268.83080180663825	298.3856564917288	268.90332835426193	273.59276306218334	290.0172408668147	276.2716054899598	281.0569337340746	302.62518071039625	302.81677628559487	298.44597501055364	308.9174647053805	289.3872837565604	308.99514559293647	296.16549427642644	314.43600302764315	318.06445887587	325.0369209797558	324.55199891542804	329.99545451414934	326.9220090480297	334.9238719470441	329.33873139975503	332.9474432999899	321.08254390421166	332.8272825355518	338.07247743642193	338.09466130064817	344.01162771045983	336.08034753612117	338.3622319349487	339.8661501238392	342.3098012035297	341.7806313997328	341.17883873417475	346.2787894168512	349.5482799271082	346.9063274141883	345.7947368020514	346.27590155828057	350.0985575520128	355.3153528909214
indigo	75	0	130	150.08331019803634	180.34688796871433	75.02666192761077	197.25364381932212	140.38874598770374	75.53806987208503	144.89996549343965	58.728187440104094	0.0	106.06601717798213	98.11218069128827	173.83325343558406	145.52662986546483	135.78659727675628	144.8481963988506	132.69513932318696	145.7737973711325	295.8884925102698	222.03603311174518	189.98157805429452	53.03772242470448	148.36778626103444	61.73329733620261	148.3610461003831	64.6297145282261	158.1992414646796	173.8188712424517	145.5128860273206	162.24980739587951	221.472345903501	112.0267825120404	232.51021482937045	209.75700226690884	198.11612756158948	180.43004184447778	125.80143083447024	109.04127658827184	287.75857936819193	139.37359864766353	187.4379897459424	290.91063920042524	265.8176066403428	138.55323886506588	133.9738780509096	163.7314875031678	141.9506956657839	262.48809496813374	197.68156211442684	121.18580774991764	262.1087560536656	118.5748708622531	122.61321299109652	144.77914214416384	233.8076132207846	162.06171663906315	239.32822650076193	233.02789532586007	276.63152387246106	181.9038207405221	213.73347889369134	195.92345444075858	240.27276166889996	225.89599376704317	157.42934923323543	309.0711892105118	182.7210989459072	200.3422072355199	285.51357235690216	210.60389360123426	183.2184488527288	160.15305179733542	216.8271200749574	161.5766072177529	221.73407496368256	185.13508581573618	217.40515173288787	208.83725721240452	237.44683615495913	237.9348650366314	218.00917411888886	197.2764557670276	219.14607000811125	338.11980125393427	293.72606285449035	248.1954874690513	225.22211259110415	240.96472770926454	214.3011899173684	235.56315501368206	200.12246250733574	263.46536774308686	233.23164450820133	238.87444400772554	245.8373446000424	238.91630333654504	272.8607703573381	234.94041797868667	234.8041737278109	283.24018076537095	257.41017850893155	252.50346532275552	263.6152499382386	265.28663743204254	263.7764204776462	286.3441984744933	283.87497247908277	273.11719096387907	289.02076050000284	279.8356660613511	288.00868042473996	278.43311584651707	294.93219559756443	297.89259809535383	305.3686296920494	305.081956201936	310.4995974232495	305.62885989382613	317.0567772497538	311.4883625434504	315.47583108694715	302.2002647252315	313.40867888429636	319.3806506349438	318.9184848828929	325.97699305319077	320.70391329074863	319.60913628993774	323.03250610426187	322.628269065189	321.2864765283469	323.03869737231173	327.10854467592253	330.94561486745823	329.1276348166468	328.44329799829984	327.1971882519775	330.6055050963308	336.22908856908856
medium blue	0	0	205	205.0	228.08989455914087	77.0	241.6795398870165	241.6795398870165	66.0	247.68124676688785	99.49371839468057	106.06601717798213	0.0	155.96794542469294	222.97533495882453	242.23542267802205	208.8971038573776	249.16059078433733	235.70744578820586	50.0	327.1849629796577	327.1849629796577	273.48308905670933	149.37536610833797	149.37536610833797	115.15641536623133	188.04520733057782	153.87332452377834	153.87332452377834	245.9939023634529	240.67405344157896	264.2442052344762	261.8205492317209	179.02513789968157	334.3815186280486	299.07858499063417	292.8310092869264	210.01190442448734	212.66405432042342	148.12157169028418	347.71396290629457	149.74979131871936	184.20912029538601	350.9686595694835	266.6627083039546	196.71553065276774	180.69034285207385	251.51143115174705	125.09996003196804	355.8791929854849	282.62696262034166	139.05394636614957	255.14897609044016	160.96583488430085	146.061630827538	188.04520733057782	299.6097461699135	189.77354926332595	323.5397966247738	206.03883129157958	366.435533211505	262.2765715804597	304.6013788543972	155.35765188750761	197.43606560099397	311.0932336133333	164.42019340701432	391.503512117069	244.20687950997612	244.20687950997612	346.2917844823928	231.6333309349067	252.7231687044146	185.33483212823216	280.7383123123739	204.5898335695105	221.05655384991417	182.27726133558184	295.2371927789587	282.6888749137468	232.98283198553494	313.5490392267213	289.2714987688901	241.69815886762564	259.8557292037257	414.8192377409707	259.8557292037257	284.7823730500187	284.1214529035075	312.27231705676377	276.9025099200078	296.71535181045147	245.25293066546627	298.1845066397649	271.84002648616706	248.114892741246	250.37172364306636	263.9715893803725	284.9614008949282	273.3075191062258	273.19040978775223	338.71079108879894	277.86687460005015	288.5446239318972	313.517144666763	285.9667812876174	298.4593774703687	334.20502689217585	331.6398649137344	319.20682950087394	339.60712595586097	297.25073591162055	336.07885979335265	311.4883625434504	342.9066928480691	342.1841609426129	346.77081768799405	343.256463886698	349.5854688055555	342.6499671676622	357.1064267133819	346.80686267719676	353.5887441647429	328.36717253708537	347.4550330618338	356.0252800012943	353.0708144267946	361.1246322254963	343.0757933751666	348.78360053190573	351.9232870953555	355.1605270859925	352.4556709715422	348.71765082943534	358.8175023601831	362.3189202898463	356.4758056306206	353.7301231164799	354.2710826471729	359.9305488563037	364.0741682679506
